春来眼际	喜上眉梢
山川秀美万里神州皆锦绣	社会康宁千秋华夏更繁荣
山堆锦绣神州大地兴伟业	水放涟漪中华江山展宏图
山美水美春光美宏图更美	人新事新时代新传业愈新
山美水美春光美宏图更美	人新事新年代新伟业长新
山笑水笑人人笑谈政策好	天欢地欢家家欢颂生活甜
蛇舞取胜除暴安良政局稳	马到成功兴益除弊国力强
蛇至龙回重开新岁人间景	山欢水笑又度佳节天下春
深化改革万里山河千幅画	高擎旗帜千秋伟业万首歌
深信念佛句句是金刚般若	切愿往生念念显妙明本心
神猴辞岁保驾护航奔富路	金凤迎春昂头振翼唱东风
神州大地春光春色春意浓	举国上下喜报喜讯喜事多
沈水腾龙映日云织千色锦	三阳开泰凌寒梅报九州春
生产争光人民气魄如龙虎	春光可爱祖国江山似画图
生意无边奏曲文禽谐玉管	真机可挹交枝仙萼拥金铃
盛世长春喜看东方腾紫气	神州大治欢呼法制振雄风
盛世多才时雨点红花万树	春光似海东风吹绿柳千条
盛世欢歌峥嵘岁月千秋福	神州喜庆锦绣山河万代春
盛世难逢神驹久有凌云志	青春可再老骥犹怀揽月心
盛世迎春春风得意河山笑	前程似锦锦上添花岁月甜
十亿健儿胸怀奇志兴百业	一代风流手挥彩笔写春秋
十亿神州改革声中辞旧岁	大千世界和平旗下舞春风
十亿神州壮志凌云振鹏翼	万里江山规划宏伟指前程
时代如歌大力弘扬三代表	青春似火全心创建两文明
时尚一新所见原多快意事	春风满面相逢尽是舒心人
时盛岁新河岳高吟诗世界	年丰人寿江山沉醉酒春秋
时泰年丰四季霓裳添异彩	河清海晏九州风物换新颜
世纪更新岁月如歌花似海	风光揽胜山河酿福鸟鸣春
手手互联歌手球手手牵手	心心相印党心民心心连心
淑景舒华绛树含芳承瑞荫	和风协律紫鵷调暖奉祥噰
树石接蓬莱三色矞云成幄	轩窗骞象纬千秋宝箓凝图
水笑山欢人勤春早年年好	花香鸟语国泰民安日日新
说地谈天且以烹茶寻雅趣	怡情悦性还从赏月借春风
四海春临和风吹绿千堤柳	九州福至丽日薰红万径花
四海龙腾盈门喜气临春到	九州蛇舞满面春风报喜来
四海人同新岁新春新世纪	千秋福祝大家大业大中华
四华腾飞九州崛起千家乐	一元复始万众腾欢百业兴
四化争辉五光十色满天彩	百花齐放万紫千红遍地香
四时八月有双节节节顺意	一夜三更分两岁岁岁平安
松牖春回吉霭正临铜晷永	芝庭日丽祥光长拥玉枢高
岁步寅年喜庆团圆同把酒	珠还合浦欢歌一统共迎春
岁届吉羊燕舞莺歌齐祝福	年逢盛世桃红柳绿尽芳菲
岁届龙年好跳龙门题雁塔	身弥虎劲敢凭虎胆占鳌头
岁序更新柳绿桃红征盛世	韶光乍转莺歌燕舞庆丰收
岁月逢春山山岁岁春光美	政策归心行行业业气象新
岁月更新四海春潮风涌浪	国人接力九州捷报电传情
岁月焕新海角天涯皆溢彩	山河铺锦疆南地北总宜春
台湾早归宗好庆中华统一	春光方遍地同呼祖国万岁
太行山下梅花点点春正好	汾河岸上柳枝翩翩景更娇
桃李迎春无边景色来天地	江山入画万缕诗情上笔端
桃李争春满园锦绣迎蜂蝶	江山竞秀万里风光入画图
特区开放天涯景醉天下客	琼岛文明海角人歌海南春
提供警惕众志成城保边疆	加强战备森严壁垒守国门
天马班师捷报频传惊宇宙	仙羊降世宏图再展耀神州
天马行空神州锦绣随驰骋	灵蛇在握世界风云任变迁
天外春回处处河山添异彩	人间岁换家家丝管祝鸿禧
天下皆春长街喜看龙灯舞	人间改岁小院欣闻爆竹鸣
天意顺人心顺党政千帆顺	奥运成世贸成军民万事成
兔窟三营去岁财经已搞活	龙门一跃今年体制再更新
兔卧蓝田万里春风舒碧野	龙腾玉宇千家笑语乐新程
兔跃龙腾瑞盈玉宇天光丽	珠还璧合春满金瓯世纪新
兔走乌飞大舞兔毫辞兔岁	龙腾虎跃敢攀龙角接龙年
团结奋进迎接朝阳新世纪	创业利民广播时代最强音
退田还湖美化中华新环境	栽草种树回归世界大自然
玩玩书画琴棋添几分潇洒	写写诗词歌赋倾一代风流
万里河山绿树丛中皆春色	十亿神州红旗底下尽美景
万马消尘蹄声响彻三千界	五羊衔瑞春意浓于二月花
万枝彩笔绘宏图宏图璀灿	一元复始迎新岁新岁峥嵘
万树飞花八方齐摘丰收果	九天溢彩四海共渡胜利年
万紫千红九州两岸思一统	五光十色四面八方贺三春
望塞北松青柏翠风光正好	喜江南梅红竹绿气象一新
为国争辉万马齐奔改革路	给民造福千帆竞发富春江
文明经商门庭若市春满店	礼貌待客宾至如家暖人心
无限江山同庆神州春永驻	有情岁月相期彼岸燕归来
五载郎曹窃比冯唐犹未老	一官狱吏若逢周勃也称尊
物丰文蔚民安旗扬三代表	日丽风和景泰花簇一锤镰
物华天宝欣闻禹域鸣雏凤	人杰地灵喜看神州起卧龙
西部春浓千年丝路飞花雨	中华世盛万里锦程飘彩旗
西部开发又有春天新故事	中华崛起再书世纪好文章
西电东输万里江山开画卷	南水北调大千世界竞风流
喜接春潮苏大地山青水秀	欣挥翰墨谱神州国泰民安
喜今朝玉兔欢跃九州生色	望明岁金龙奋起万里腾飞
喜庆牛年两制先迎香港还	欢歌兔岁亿民再赞澳门归
喜贴春联副副春联抒壮志	欢燃鞭炮声声鞭炮振豪情
喜值龙年经济腾飞增国力	乐迎盛世人民幸福焕春光
先富后富你富我富大家富	羊多猪多钱多粮多喜事多
现代农民种地种出国外去	当今特产订单订到网中来
香港既归祖国山河添锦绣	澳门又返神州历史更辉煌
消息借流通报道梅花无恙	平安劳传报莫教竹素想思
小康时节丰衣足食千家乐	平世风光绿水青山万象新
小龙辞岁好凭妙手书鹏赋	骏马迎春当显雄才唱大风
小蛇敬业将要退伍还站岗	老马好强不用扬鞭自奋蹄
协气东来禹甸琛球咸辑瑞	和风南被尧阶蓂荚早迎春
心存邪恶烧香拜佛有何益	持身正大不求佛佑佛自佑
心悬日月眷念台胞期一统	情系山河彻思骨肉盼团圆
新纪新春新事新人新气象	好山好水好言好语好心情
新纪新春迎春接福全家福	元旦元年待旦登程万里程
信义公平干部履行三代表	温良礼让人群走向两文明
雄鸡唱韵万户桃符新气象	大地回春群山霞彩富神州
雄鸡喔喔颂尧天邦兴国治	腊狗汪汪歌舜日春暖花开
绣水描山神州大地春常在	藏龙卧虎盛世人家福永存
旭日生辉暖树黄莺歌宛转	春风得意高天紫燕舞翩跹
旭日扬辉崭新世纪呈春色	灵蛇起舞大好河山架彩虹
旭日迎春喜见神州笼紫气	普天同乐共为新纪谱华章
旭日增辉五光十色山河秀	春风送暖万紫千红景象新
学习马列风云万变不转向	深入生活彩笔千秋自芬芳
雪花献瑞五龙鳞甲飞大地	绿酒添欢家人父子庆丰年
雪花献瑞玉龙飞起三百万	绿酒添欢金鼠报来十二时
雪化冰消高山绿涨小溪满	风和日丽故国花繁旧燕来
雪压枝头群山喜见松梅竹	冰溶水里大地争开李杏桃
雪兆丰年且喜丰年逢瑞雪	灯辉佳节每临佳节赏华灯
燕剪秧针绣就寰中千幅锦	莺梭柳线织成天下一家春
扬般若波罗密多利国利民	修净土宝莲正行自度度人
扬鞭跃马四化征途奔万马	乘风破浪五湖四海翻波浪
羊笔如椽描山绘水书春意	马蹄腾雪步韵留香报福音
羊回仙界留下千山芳草绿	猴到人间带来万里艳阳天
羊酒微醺酡颜人共桃符艳	春风乍拂捷报声随爆竹传
羊岁去矣应记取亡羊教训	猴年来兮当发扬金猴精神
阳光普照校园花开春来早	雨露滋润禾苗茁壮叶更绿
阳光普照园丁心坎春意暖	雨露滋润桃李枝头蓓蕾红
样板引路铁路公路路路通	工地为家你家我家家家乐
瑶殿凝庥天上云霞依舜萐	衮衣献寿域中川岳捧尧尊
一个中心狠抓经济兴中国	百年大计广育人才立大功
一九九九喜事频繁歌盛世	二零零零前程似锦看龙飞
一元复始瞩目欣看春来早	万象更新举首敢笑燕归迟
一枝月桂九天梦固成往事	万朵红霞百迭衣再庆新元
以公仆态度对人人人满意	按经济规律办事事事称心
亿万高炉华夏天天除旧貌	百千铁汉神州日日换新颜
亿兆群英再造辉煌跨世纪	万千佳气新呈瑞霭壮山河
益地图开岳贡川珍胪宝笈	丽天文焕豳京邰室溯仙源
银蛇归去盛赞人间春色美	金马奔来争夸祖国气象新
邮局鸿雁一声喜讯三春暖	绿色红娘千里姻缘一线牵
迂道重来百战尚惊臣里梦	出门一笑九衢又吃帝乡尘
鱼跃鹰飞滚滚春潮催改革	月圆花好融融喜气入人家
与时俱进莫凭老眼观天下	上网遨游喜得新知润心田
雨霁天青万紫千红增特色	凤鸣莺啭三通两制促和平
雨润三春披红戴绿千山舞	旗飘四化跃马扬鞭万众忙
玉洁冰清红梅点点催春意	银装素裹瑞雪霏霏兆丰年
玉兔出宫倾慕人间春色美	金龙潜海畅游祖国江山娇
玉兔归宫新春喜气连天外	金龙出海改革波澜动地来
玉兔归时羡慕人间春色美	金龙跃处喜看华夏画图新
玉兔回宫永羡人间春色舞	金龙献岁常牵天际彩云归
玉兔追风喜接澳门归祖国	金龙运气宏开新纪写春光
玉燕翻飞千秋大业千秋世	金蛇狂舞万里春风万里歌
玉宇澄清花香鸟语升平世	金瓯永固马叫人欢幸福春
月异日新不少羊肠成大道	春和景泰好多蜗舍变高楼
悦目赏心神州昌盛山花福	吟诗作对岁序更新景物华
跃马扬鞭四化征途奔万马	扬帆契浪一江春水涌千帆
栽竹栽松竹隐凤凰松隐鹤	培山培水山藏虎豹水藏龙
在圣班师一路凯歌笳鼓竞	雄鸡振翅几声雅唱瑞云生
藻景耀中天瑞启万安殿外	矞云垂北极祥呈长乐宫前
泽沾雨润杨柳依依亲万户	民富物丰财源滚滚涌三江
阿弥陀佛光中极尊佛中之王	念佛法门三根普被殊胜至极
把酒对东风南浦朝霞迎远客	昂头瞻北斗燕山旭日照前程
白发渐催人逐队依然向东院	青春应笑我奔波几日又南台
百花竞盛开日月同辉三代表	万马齐飞跃城乡共建两文明
报晓鸡声拂晓钟声声声悦耳	赏心国事舒心家事事事关情
爆竹辞旧岁玉兔毫光生紫气	华灯照新春金龙捷足步青云
爆竹辞旧岁玉兔毫毛生紫气	华灯迎新春金龙捷足入青云
爆竹庆新春玉兔毫光生紫气	华灯辞旧岁金龙捷足入青云
北斗泰阶平仪凤祥云环锦幄	西池佳气绕衮龙爱日待斑衣
鬓雪更思君十年长梦圆多哈	春风终惠我一代精英战汉城
冰消雪花江山又呈五光十色	冬去春来神州再现百态千姿
彩笔绘宏图个个英姿添异彩	春风吹大地家家欢乐庆新春
彩灯玉树千家同享新春美景	绿酒金樽万户共渡佳节良宵
彩虹铺蓝天喜看桃李香天下	红灯映华发甘洒汗水育新苗
产品百态千姿包罗古今万象	瓷城花团锦簇久享中外盛名
唱回归心曲奋笔劲书祖国颂	迎世纪朝阳而今再赋大风篇
丑岁建奇功香港回归昌国运	寅年兴大业宏图展现壮情怀
除夕作总结心无愧怍情常坦	岁首订规划胸汇敦诚路自宽
创世纪辉煌破浪乘风扬特色	全民臻富庶千红万紫竞芳菲
春风得意东风化雨风靡天下	一马当先万马奔腾马到成功
春风拂人间善良门第春常在	喜雨洒大地忠厚人家喜永存
春风会马年一路凯歌迎盛世	紫气开晴宇满天捷报壮新猷
春光秀色收眼底看人间幸福	春风暖意入襟怀喜盛世太平
春回大地喜庆新春闻鸡起舞	福满人间欣逢盛世跃马扬鞭
春雷鸣大地五湖四海春意浓	红霞映神州万水千山景色美
春色满人间九万里风鹏正举	朝霞遍宇内五千年云雀长鸣
春水泛桃花水面文章呈异彩	东风梳柳絮风光旖旎蕴深情
春水接天长一网收来鱼满载	东风吹地暖千锄种下谷盈仓
催繁花华新枝春风今又鼓荡	历险境受考验多难而后兴邦
大地簇繁花新元盛纪宏图灿	中天呈瑞彩广厦琼楼翰墨香
大地沐春晖万紫千红开盛世	神州沾党泽五湖四海乐丰年
但看百年后无论老少俱成灰	及早作归计求生安养无量寿
党和日同辉昭万里金光大道	民与时俱进建千秋幸福天堂
党政抓科学精研趣理酬大地	工农重生态普种仙桃慰神州
德政布寰中四海翻腾掀巨浪	春雷鸣广宇长空跃动舞银蛇
帝泽即阳春此日均沾立仗马	圣朝无阙事小臣愿作不鸣蝉
发落齿疏幻形凋谢实未足虑	归依三宝得闻佛法欢喜无量
发一片慈心愿度众生达彼岸	照五蕴皆空行深般若观自在
法严政明山清水秀人杰地灵	风正气盛国富民安外强中坚
芳讯问东风宝岛园庭梅放否	阳和舒柳色陆台花木景同春
赋诗奏乐颂扬华夏辉煌业绩	泼墨挥毫描绘祖国锦绣江山
改革出盛果神州处处新气象	开放见华章祖国家家富康强
改革呼声高老凤争鸣雏凤唱	腾飞接力快大龙引导小龙来
改革庆辉煌百族高歌三代表	国家喜昌盛九州齐赞两文明
改革奏凯歌虎跃龙腾强盛景	文明开新局莺歌燕舞太平春
干部是公仆处处为群众着想	人民乃主人事事替祖国分忧
恭祝小龙年锦簇花团呈万象	宏开新玉宇雄伟火箭腾九霄
故宅岁更新卅年京华怜我老	今年春胜昔一堂和气抱孙来
管乐候城共九万里神州日暖	帆樯辽海助两千年盛世龙腾
规范操作安全无忧科技创优	文明生产保障有力效率取胜
海阔天高美鸳鸯比翼奔征程	任重道远好夫妻同心建中华
海是龙故乡龙腾海宇龙光起	春为燕天地燕舞春风燕语新
海是龙故乡龙腾海宇龙兴起	春为花世界花吐春光花盛开
海峡水虽深幸有长虹飞两岸	春节情更切好凭大雁送千封
海宇尘嚣坚甲牧马立国之道	人寰春暖孺子为牛尽我所能
酣墨沾羊毫记载中华创业史	丹青赋春色绘描改革鼎新图
汗马昔曾经年矢及于弹指后	弭貂金愧续天恩重到举头时
好山好水好社会处处风光好	新人新事新风尚行行气象新
红灯如星家家门前飞红溢彩	前程似锦人人心里倒海翻江
洪魔挂降旗重建家园辞虎岁	玉兔开泰运再凭科技奋鹏程
虎年喜虎劲攻关夺隘皆如虎	春节焕春光绣水描山总是春
虎跃龙腾万里长征风光无限	花香鸟语九州大地春色正浓
华光照四海四海皆春春不老	佳节临九州九州同乐乐无穷
华夏五千年经天纬地文明史	新春九万里丰衣足食幸福家
黄鹂鸣翠柳民殷物阜歌盛世	梅花报新春海晏河清倾党恩
挥毫辞旧岁看神州诗天画海	跃马沐春晖创四化伟业丰功
火树银花平添古镇繁华景象	金堂玉宇铸就新街盛世时年
鸡鸣曙日红万里金光辉瑞霭	柳舞春江绿千重锦浪映丹霞
鸡鸣早看天抓住时机求发展	水近先得月紧跟形势上台阶
技术革新多种多样别开生面	潜力挖掘一点一滴各显神通
加强法制教育大兴革命风尚	保障公民权利发扬民主精神
佳节倍思亲厚望台澎同日月	群龙皆起舞欣吟港澳共团圆
接财神皆因勤学勤劳勤思考	迎福星更需敢作敢为敢当先
今日得宽余权借琴棋娱晚景	壮心犹未已但将诗画写情怀
金蛇狂舞去化作苍龙终跃海	天马行空来可记赤兔曾卧沙
近况报人知十载一郎惭圣世	诸君休我惜铨曹比部总天恩
精明机遇多智慧功成求幸福	敦厚是非少勤劳果硕乐康宁
净土法门带业往生方便至极	弥陀宏誓九界全收其大无外
九霄鹏鹏举九霄九霄飞捷报	千里马马奔千里千里荡春风
九域涌新潮四海雄鸡争唱晓	三春辉紫气八方彩凤共朝阳
九州瑞雪飞颂扬斗地征天汉	四海欢潮涌呼唤搏风击浪人
久客又新春五夜每怀臣里梦	一郎仍故我卅年空吃帝乡尘
骏马入马年不待扬鞭快跑马	老牛到牛县到处逢人总吹牛
骏马早迎春一代英豪图改革	黄莺初唱晓千里乐声唱丰收
开特色先河三卷雄文惊日月	奔小康前景九州志士唱春秋
开天辟地劳一辈人老雄心在	创家立业新一代年少志气高
开源节流东西南北方方有利	扬长避短春夏秋冬季季呈祥
凯歌阵阵千里马早过玉门关	春风习习带头羊又登泰山顶
看东方红透一轮旭日应时起	欣法治网通万里和风拂面来
看旧岁银蛇起舞群山增秀色	喜今朝骏马奔驰九州尽春晖
快马加鞭万里长征始于足下	争分夺秒四化宏图绘在今朝
腊酒谢金鸡唱遍神州歌大有	春风催吉犬迈开健步跃高峰
乐吃苦中苦方展出四化宏图	勇登山外山才见得无限风光
立足本职脚踏实地步步前进	放眼未来满怀壮志个个争先
廉风拂禹甸人和政通千秋永	喜讯遍神州岁稔年丰百业兴
两岸共迎春一统前程花似锦	九州同祝酒千秋大业固如磐
龙德正中天四海雍熙符广运	凤城回北斗万邦和协颂平章
龙飞凤舞万里蓝天春晖无限	人欢马叫十亿神州气象万千
龙飞留荡漾祥云映神州壮美	蛇舞带铿锵吉乐催大众图强
龙张十亿帆锁定鹏程操胜券	凤翥千重锦扶摇骏业上青霄
马步牵长风长随远景江山好	牵羊迎盛世依然十里杏花红
卯岁展宏图五湖四海歌大有	辰年逢盛世千村万户讲文明
棉海闪星星天上人间共织锦	花城香朵朵风和日丽庆丰年
民意尚清廉六中精神合民意	人心兴社稷三个代表顺人心
沐灿烂朝阳春光遍洒文明院	迎崭新世纪欢乐长随幸福人
凝命鼎而当阳圣录同符日月	握乾枢以御极泰阶共仰星云
牛年虽过去牛劲更增多奉献	虎岁喜临门虎威大振有精神
普天开景运一片红霞迎旭日	大地转新机万条金线带春光
骑飞虎奋云程广罗八方志士	降蛟龙掌乾坤实现四化宏图
千门迎晓日山川普照春光满	四化趁春风人民咸沾党泽恩
翘首望京华多谢春风常送暖	深情连海宇应凭红豆记相思
人才辈出十亿神州兴旺有期	群芳齐放万里江山美好无限
人崇三代表颗颗红心朝北斗	世仰五星旗滔滔春水向东方
入世破坚冰万里春风催马跃	擎旗兴大业九州特色庆龙飞
入世展新猷天马行空寰宇阔	出门观丽景玉龙嘘气水云深
瑞色布人间锦乡河山添锦绣	春阳照大地光辉节日更光辉
瑞雪飘飘兆江南塞北丰收景	爆竹声声传各族人民欢乐情
三讲送春风民心向党千家富	九州迎绿色国土生金万户康
三讲意如春青春彩焕蓝天下	两思心向日红日辉腾赤县中
山老赏风光总把松涛夸景色	骚人呤雅韵常邀涧水和歌声
善政暖人心经济腾飞闻国际	东风苏大地春光灿烂耀神州
上下几千年历史过客匆匆去	纵横数万里人民江山日日新
蛇岁纳千祥花开梅兰添秀色	春光迎百福鹊啭城乡报佳音
神眼察边疆战士常携千里镜	丹心存祖国人民热爱五星旗
神州呈瑞彩满天捷报迎旭日	大地迎马年一路凯歌壮春风
神州呈异彩琼枝玉树添新果	特色蔚奇观北国南疆涌大潮
盛世拂春风芳草绣堤迎紫气	华年歌善政琼楼锦市展繁荣
盛世千山红祖国扬鞭已跃马	新春万里艳人民折桂再腾龙
盛世喜迎春春风浩浩歌如海	丰年春报喜喜气洋洋福满堂
盛世挹春风芝草灵蛇迎瑞气	丰年歌善政奇山秀水沐朝阳
盛世越千年锦绣河山归一统	新春开元纪辉煌业绩耀三光
十五绘新图喜见山河添异彩	百年开首步要教春风度玉门
世间有三宝九界众生大欢喜	心地常健康昼夜六时恒吉祥
世界国家西部父母夫妻儿女	和平统一开发康寿谐老作为
鼠岁报佳音市场兴旺迎胜利	牛年逢盛世香港回归庆团圆
树雄心创大业为江山添秀色	立壮志写春秋与日月争光辉
税改布春晖乡里人人歌减负	敞仓收硕果农家户户喜增盈
岁庆小龙年反腐倡廉昌国运	史开新世纪爱岗敬业振民魂
天堂地狱自心所造不由外来	清净安乐从学佛来舍此莫由
天作溯前光玉券十华徵锡极	人文观大备瑶签四照见逢原
听党话跟党走实践三个代表	担民忧体民情服务亿万群众
兔岁来矣劝君记取龟兔教训	虎年去也祝您发扬龙虎精神
万里蓝天莺歌燕舞春光无限	千村碧野马叫人欢淑景连绵
万马闯雄关春回大地繁花俏	五羊开玉局旗展东风旭日辉
万象喜回春守信知廉标五德	一元欣复始司晨报午必三鸣
微言释大义春秋有笔公羊传	旧貌换新颜岁月无情司马迁
围箱网布金钩欣吟渔歌情韵	养鲟蟥培蟹鳖巧做水产文章
文笔总多情春联满写新春意	英年须努力壮志早酬少壮时
问如画江山九州壮锦谁铺就	听由衷赞语万里春风党引来
无常就是苦诸法空幻悟者少	岁月不留情百年光阴转眼到
夕照恋青山共兴华夏千秋业	老龄逢盛世同绘江山万里图
西昌火箭升春临南国飞金凤	北阙风云会日照东方起巨龙
喜醇凝喜气天喜地喜人民喜	红烛映红光国红家红事业红
喜东风送暖残雪溶化寒冰解	望大地回春江山添翠芳草生
喜气降人间街头巷尾多歌舞	春风盈海内塞北江南尽画图
喜色最宜人花海人潮平地起	心声常入耳欢歌笑语满天飞
掀改革浪潮神龙载誉回天宇	伴长征号角金蟒迎春降人间
鲜卉挹春风骏马奔腾强国路	神州迎笑语雄狮起舞小康年
祥光照四海四海同春春不老	瑞气满九州九州共乐乐无疆
小龙舞九州龙伴腊归留胜迹	大骥驰千里骥随春到展宏图
校园春意浓朵朵红花向太阳	教师激情涌耿耿丹心育新苗
欣观一九九九四海繁荣富庶	祝愿二零零零五洲安定和平
新春降人间杨柳依依春光美	政策回万户老少盈盈笑声欢
信佛学佛乃是信真理学智慧	正确作人先须爱祖国爱人民
兴庆献春光瑶草金枝迎爱景	大安调玉律朱鸾紫凤叶仙韶
刑已上高官喜看反贪增力度	法冲开黑网欣闻除恶保安宁
旭日鉴忠诚维权果硕三一五	春风播善美普法花馨百万千
旭日丽龙楼瑞气春融珠树回	卿云笼鹤禁祥光晴护玉阶平
萱幄日方长百岁旨甘惭禄薄	云司秋不冷一门桃李觉春多
学习邓小平理论步步阳光道	坚持共产党领导处处幸福门
雪落窗前似扬花点点春正好	霜飘宅后如柳絮片片景更新
雁字报佳音门前碧映珊瑚树	春风传喜讯户外红开富贵花
寅时入虎年十亿人民振虎劲	佳节描春色九州大地荡春潮
银蛇随腊去农业丰收欣在望	金马送春来国民经济喜腾飞
鹰燕舞长空万里江山添淑景	龙蛇腾大泽千年画卷绘宏图
迎春潮转机制开拓市场经济	饮美酒变职能增添企业财源
迎春万里共笙箫喜奏小康曲	匡国千秋同笔墨长描大治图
迎崭新世纪苍龙日暮还行雨	度欢乐晚年老树春深更著花
邮路惠春风片片邮花飞万里	电波传喜讯声声电讯印双心
有天皆丽日天增岁月人增寿	无地不春风春满乾坤福满门
有缘入佛门切莫宝山空手回	能见弥陀佛往生才能有把握
圆满佛法以五戒十善为基础	求生安养视信愿有无为决定
振翅欲冲霄一唱雄鸡声破晓	迎春思试剑三擂战鼓气吞虹
知识海阔勤作舟勤奋任驰驱	科学高峰智为径智坚可攀登
中华大气魄党政同心昌特色	辛巳小龙年军民协力振雄风
众水总朝东今古潮流难抗拒	群星皆拱北台澎士女早归来
珠筴护丰京观化天阊登笈富	铜铺开兑位同文月竁献琛多
转根本法轮三学以毗尼为首	趋菩提正道无我乃般若之门
尊重客观规律反对形而上学	学习辨证思想坚持唯物史观
不靠天不靠地依靠双手绣锦卷	不信神不信鬼坚信马列作指南
长蛇引退退出千家男女满院笑	骏马奔驰驰骋万里江山一片春
车窗似轴屏摄进满眼诗情画意	公路如玉带牵来万里绿水青山
闯关入世竞风流还要登高望远	惩腐倡廉执利剑更须正本清源
春潮涌动绿柳舒枝一笑辞旧岁	青山举首明月开颜三躬迎新年
春风如意引春光照耀满园春色	彩笔随心绘彩锦辉映遍野彩花
春酒绿彩灯红围炉共话长征路	玉梅开瑞雪舞把盏齐歌大有年
大地回春看大好河山皆成锦绣	长天吐瑞喜长恒图祚永放光华
大地回春看大好河山皆成锦锈	长天吐瑞兆长恒国祚永放光华
大觉世尊讲经说法阐明真谛理	九界众生法喜充满仰止沐佛恩
大龙传小龙连年奋进经天行地	老凤带雏凤尽日畅鸣悦耳清心
大中国似蛟龙破雾雄心惊日月	古神州如骏马嘶风豪气壮河山
都来保护母亲河才有一江秀色	若不平衡生态链断无两岸猿声
兜罗佛手转金绳永护坤维日月	优钵昙花开宝界增辉震旦山河
改革花开放花致富花花盈大地	科研果创业果扶贫果果硕神州
广乐奏钧天万国衣冠同瞻旭日	阳春回大地四时橐龠首协温风
虎劲长存救命降魔英烈人人颂	兔年新至扶贫效国赤心户户歌
化成熙皞验风从治媲春孳夏育	祥迓炽昌昭德致符呈乾络坤维
环黼扆瑞焕星云共睹尧襟舜抱	萃贞符禔流帱载长披紧镜朱囊
辉骈宝券晋云阊推策纯常集嘏	庆衍瑶筹赢澥屋阐珍舄弈流褆
鸡豚之畜毋失其时可以致富矣	梨桔之苗广栽其圃安得愁穷哉
坚持四项原则群龙有首生机满	建设两个文明玉宇无尘春意浓
艰若创业风正民心顺干劲充沛	勤俭建国人和国自安先进辈出
减机构裁冗员克文牍旗开得胜	凭优势调结构扬特色马到成功
建立沿海特区已使东南花似锦	吹响进军号角再教西北土成金
讲科学破迷信莫让愚氓误自己	批法轮铲毒根严防邪教害人民
金鸡报晓续金猴前路金光万丈	福地来风增福气新春福运满门
金龙狂舞舞腾九州华夏千般暖	骏马奔驰驰骋万里江山一片春
金蛇狂舞舞动千年古国两面旗	骏马奔驰驰骋万里江山一片春
金蛇狂舞舞动千年古国千年情	骏马奔驰驰骋万里江山万里新
金蛇喜庆庆贺九州方圆百业举	骏马奔驰驰骋万里江山一片春
景福集璇宫亿万斯年永登仁寿	慈云辉宝殿千八百国莫不尊亲
九重敷敛范陈箕曼羡蕃厘共锡	万国会归光戴斗荡平轨路同遵
巨龙腾飞飞越十亿神州八方土	骏马奔驰驰骋万里江山一片春
巨手回天喜四化业绩彪炳史册	群贤向党看万里江山再展宏图
科技振兴兴国兴业山河年年壮	勤劳致富富家富民岁月日日新
立德立功把诚心爱心奉献社会	求实求是怀正气豪气搏击人生
丽韶景于履端璧带风微翔彩燕	耀春辉于复旦帘衣昼静响铜龙
两岸民情欢迎两地同心行两制	三通众望赢得三阳交泰贺三春
龙携华夏腾飞飞起玉龙三百万	蛇伴新春狂舞舞来银蛇数千条
洛筹福纪庆洪延象叶居中建五	乾协祥符徵顺叙功牟则大函三
漫天瑞雪飘飘洒洒献舞开放日	遍地烟花噼噼叭叭讴歌改革年
梅吐蕊柳抽芽老少边穷春正好	地生金人益寿东西南北景常新
妙谛证拈花万户千门皆成宝地	明心同指月十洲三岛并现金光
民意顺国运兴四海讴歌称盛世	春风和日色丽九州景物换新颜
谋生莫怕无门不靠神仙靠自己	下岗应该有路当凭智慧凭勤劳
普法九州喜庆九州大圣齐天乐	维权百姓欢娱百姓平民遍地歌
企务公开廉字为本家兴企业兴	民主管理实字出发事顺民心顺
千百年风雨飘摇国恨家恨尽泯	五十载沧桑变革日新月异当歌
清廉如春雨润禾可使万民富裕	腐败若害虫蚀木能教大厦倾颓
三壶景象驻恒春扣砌环迎瑾戬	六幕光华徵复旦彤宸茂集繁祺
山坡植树河岸造林青峰环绿水	街道种花社区栽草闹市荡春潮
山新水美万户千家都夸政策好	国富民强南天北地同庆丰收乐
申奥成入世毕得胜鼓响风云天	人心聚宏图展赤兔马奔金光道
施德政顺民心春回大地千家暖	倡文明除陋习光照人间万象新
树新风学习七一讲话与时俱进	催骏马实践三个代表跟党同行
顺时宣象咸宜瑞履青阳开左个	懋德凝禔孔厚祥延紫气卫中垣
岁又更新喜时雨宜人春风惠我	民方致富幸文明化俗科技兴邦
岁属龙龙布雨雨顺风调呈稔岁	春迎燕燕衔花花团锦簇贺新春
堂堂正正做人纵使清贫亦富贵	认认真真干事虽无壮举也英雄
桃红柳绿正三春丽日风光无限	燕舞莺歌是万顷碧空生意盎然
天上花地上花花团锦簇亮中华	上山虎下山虎虎虎生风闯九州
天上花地上花花团锦簇亮中华	东北风西北风风来神州暖春梦
天上花地上花花团锦簇亮中华	新年欢旧年欢欢聚满堂度新年
贴心伴侣互帮互助共奔小康路	恩爱夫妻同心同德齐创幸福家
万里锦绣河山靠十亿人民装点	八旬峥嵘岁月赖三代领袖导航
